1948.01     58.061
1948.02     58.196
1948.03     57.671
1948.04     58.291
1948.05     57.854
1948.06     58.743
1948.07     58.968
1948.08     58.456
1948.09     58.513
1948.10     58.387
1948.11     58.417
1948.12     58.740
1949.01     58.175
1949.02     58.208
1949.03     58.043
1949.04     57.747
1949.05     57.552
1949.06     57.172
1949.07     57.190
1949.08     57.397
1949.09     57.584
1949.10     57.269
1949.11     58.009
1949.12     57.845
1950.01     57.635
1950.02     57.751
1950.03     57.728
1950.04     58.583
1950.05     58.649
1950.06     59.052
1950.07     59.001
1950.08     59.797
1950.09     59.575
1950.10     59.803
1950.11     59.697
1950.12     59.429
1951.01     59.636
1951.02     59.661
1951.03     60.401
1951.04     59.889
1951.05     60.188
1951.06     59.620
1951.07     60.156
1951.08     59.994
1951.09     59.713
1951.10     60.010
1951.11     59.836
1951.12     60.497
1952.01     60.460
1952.02     60.462
1952.03     59.908
1952.04     59.909
1952.05     60.195
1952.06     60.219
1952.07     59.971
1952.08     59.790
1952.09     60.521
1952.10     60.132
1952.11     60.748
1952.12     60.954
1953.01     61.600
1953.02     61.884
1953.03     62.010
1953.04     61.444
1953.05     61.019
1953.06     61.456
1953.07     61.397
1953.08     61.151
1953.09     60.906
1953.10     60.893
1953.11     60.738
1953.12     59.977
1954.01     60.024
1954.02     60.663
1954.03     60.186
1954.04     60.185
1954.05     59.908
1954.06     59.792
1954.07     59.643
1954.08     59.853
1954.09     60.282
1954.10     60.270
1954.11     60.357
1954.12     60.116
1955.01     60.753
1955.02     60.727
1955.03     60.964
1955.04     61.515
1955.05     61.634
1955.06     61.781
1955.07     62.513
1955.08     62.797
1955.09     62.950
1955.10     62.991
1955.11     63.257
1955.12     63.684
1956.01     63.753
1956.02     63.518
1956.03     63.411
1956.04     63.614
1956.05     63.861
1956.06     63.820
1956.07     63.800
1956.08     63.972
1956.09     64.079
1956.10     63.975
1956.11     63.796
1956.12     63.910
1957.01     63.632
1957.02     64.257
1957.03     64.404
1957.04     64.047
1957.05     63.985
1957.06     64.196
1957.07     64.540
1957.08     63.959
1957.09     64.121
1957.10     64.046
1957.11     63.669
1957.12     63.922
1958.01     63.220
1958.02     62.898
1958.03     62.731
1958.04     62.631
1958.05     62.874
1958.06     62.730
1958.07     62.745
1958.08     63.012
1958.09     63.181
1958.10     63.475
1958.11     63.470
1958.12     63.549
1959.01     63.868
1959.02     63.684
1959.03     64.267
1959.04     64.768
1959.05     64.699
1959.06     64.849
1959.07     65.011
1959.08     64.844
1959.09     64.770
1959.10     64.911
1959.11     64.530
1959.12     65.341
1960.01     65.347
1960.02     65.620
1960.03     64.673
1960.04     65.959
1960.05     66.057
1960.06     66.168
1960.07     65.909
1960.08     65.895
1960.09     66.267
1960.10     65.632
1960.11     66.109
1960.12     65.778
1961.01     65.776
1961.02     65.588
1961.03     65.850
1961.04     65.374
1961.05     65.449
1961.06     65.993
1961.07     65.608
1961.08     65.852
1961.09     65.541
1961.10     65.919
1961.11     66.081
1961.12     65.900
1962.01     66.108
1962.02     66.538
1962.03     66.493
1962.04     66.372
1962.05     66.688
1962.06     66.670
1962.07     66.483
1962.08     66.968
1962.09     67.192
1962.10     67.114
1962.11     66.847
1962.12     66.947
1963.01     67.072
1963.02     67.024
1963.03     67.351
1963.04     67.642
1963.05     67.615
1963.06     67.649
1963.07     67.905
1963.08     67.908
1963.09     68.174
1963.10     68.294
1963.11     68.267
1963.12     68.213
1964.01     68.327
1964.02     68.751
1964.03     68.763
1964.04     69.356
1964.05     69.631
1964.06     69.218
1964.07     69.399
1964.08     69.463
1964.09     69.578
1964.10     69.582
1964.11     69.735
1964.12     69.814
1965.01     69.997
1965.02     70.127
1965.03     70.439
1965.04     70.633
1965.05     71.034
1965.06     71.025
1965.07     71.460
1965.08     71.362
1965.09     71.286
1965.10     71.695
1965.11     71.724
1965.12     72.062
1966.01     72.198
1966.02     72.134
1966.03     72.188
1966.04     72.510
1966.05     72.497
1966.06     72.775
1966.07     72.860
1966.08     73.146
1966.09     73.258
1966.10     73.401
1966.11     73.840
1966.12     73.729
1967.01     73.671
1967.02     73.606
1967.03     73.439
1967.04     73.882
1967.05     73.844
1967.06     74.278
1967.07     74.520
1967.08     74.767
1967.09     74.854
1967.10     75.051
1967.11     75.125
1967.12     75.473
1968.01     74.700
1968.02     75.229
1968.03     75.379
1968.04     75.561
1968.05     76.107
1968.06     76.182
1968.07     76.087
1968.08     76.043
1968.09     76.172
1968.10     76.224
1968.11     76.494
1968.12     76.778
1969.01     76.805
1969.02     77.327
1969.03     77.367
1969.04     77.523
1969.05     77.412
1969.06     77.880
1969.07     77.959
1969.08     78.250
1969.09     78.250
1969.10     78.445
1969.11     78.541
1969.12     78.740
1970.01     78.780
1970.02     78.698
1970.03     78.863
1970.04     78.930
1970.05     78.564
1970.06     78.413
1970.07     78.726
1970.08     78.624
1970.09     78.498
1970.10     78.685
1970.11     78.650
1970.12     78.594
1971.01     78.864
1971.02     78.700
1971.03     78.588
1971.04     78.987
1971.05     79.139
1971.06     78.757
1971.07     79.305
1971.08     79.539
1971.09     79.689
1971.10     79.918
1971.11     80.297
1971.12     80.471
1972.01     80.959
1972.02     81.108
1972.03     81.573
1972.04     81.655
1972.05     81.887
1972.06     82.083
1972.07     82.230
1972.08     82.578
1972.09     82.543
1972.10     82.616
1972.11     82.990
1972.12     83.400
1973.01     83.161
1973.02     83.912
1973.03     84.452
1973.04     84.559
1973.05     84.648
1973.06     85.185
1973.07     85.299
1973.08     85.204
1973.09     85.488
1973.10     85.987
1973.11     86.320
1973.12     86.401
1974.01     86.555
1974.02     86.754
1974.03     86.819
1974.04     86.669
1974.05     86.891
1974.06     86.941
1974.07     87.149
1974.08     87.037
1974.09     87.051
1974.10     86.995
1974.11     86.626
1974.12     86.144
1975.01     85.627
1975.02     85.256
1975.03     85.187
1975.04     85.189
1975.05     85.451
1975.06     85.355
1975.07     85.894
1975.08     86.234
1975.09     86.279
1975.10     86.370
1975.11     86.456
1975.12     86.665
1976.01     87.400
1976.02     87.672
1976.03     87.985
1976.04     88.416
1976.05     88.794
1976.06     88.563
1976.07     89.093
1976.08     89.223
1976.09     89.173
1976.10     89.274
1976.11     89.634
1976.12     89.803
1977.01     89.928
1977.02     90.342
1977.03     90.808
1977.04     91.271
1977.05     91.754
1977.06     91.959
1977.07     92.084
1977.08     92.441
1977.09     92.702
1977.10     93.052
1977.11     93.761
1977.12     94.105
1978.01     94.384
1978.02     94.519
1978.03     94.755
1978.04     95.394
1978.05     95.769
1978.06     96.343
1978.07     96.090
1978.08     96.431
1978.09     96.670
1978.10     97.133
1978.11     97.485
1978.12     97.581
1979.01     97.948
1979.02     98.329
1979.03     98.480
1979.04     98.103
1979.05     98.331
1979.06     98.679
1979.07     99.006
1979.08     98.776
1979.09     99.340
1979.10     99.404
1979.11     99.574
1979.12     99.933
1980.01     99.879
1980.02     99.995
1980.03     99.713
1980.04     99.233
1980.05     98.945
1980.06     98.682
1980.07     98.796
1980.08     98.824
1980.09     99.077
1980.10     99.317
1980.11     99.545
1980.12     99.634
1981.01     99.955
1981.02    100.191
1981.03    100.571
1981.04    101.056
1981.05    101.048
1981.06    100.298
1981.07    100.693
1981.08    100.689
1981.09    100.064
1981.10    100.378
1981.11    100.207
1981.12     99.645
1982.01     99.692
1982.02     99.762
1982.03     99.672
1982.04     99.576
1982.05    100.116
1982.06     99.543
1982.07     99.493
1982.08     99.633
1982.09     99.504
1982.10     99.215
1982.11     99.112
1982.12     99.032
1983.01     99.161
1983.02     99.089
1983.03     99.179
1983.04     99.560
1983.05     99.642
1983.06    100.633
1983.07    101.208
1983.08    101.608
1983.09    102.016
1983.10    102.039
1983.11    102.729
1983.12    102.996
1984.01    103.201
1984.02    103.824
1984.03    103.967
1984.04    104.336
1984.05    105.193
1984.06    105.591
1984.07    105.435
1984.08    105.163
1984.09    105.490
1984.10    105.638
1984.11    105.972
1984.12    106.223
1985.01    106.302
1985.02    106.555
1985.03    106.989
1985.04    106.936
1985.05    106.932
1985.06    106.505
1985.07    106.807
1985.08    107.095
1985.09    107.657
1985.10    107.847
1985.11    108.007
1985.12    108.216
1986.01    108.887
1986.02    108.480
1986.03    108.837
1986.04    108.952
1986.05    109.089
1986.06    109.576
1986.07    109.810
1986.08    110.015
1986.09    110.085
1986.10    110.273
1986.11    110.475
1986.12    110.728
1987.01    110.953
1987.02    111.257
1987.03    111.408
1987.04    111.794
1987.05    112.434
1987.06    112.246
1987.07    112.634
1987.08    113.057
1987.09    112.909
1987.10    113.282
1987.11    113.505
1987.12    113.793
1988.01    114.016
1988.02    114.227
1988.03    114.037
1988.04    114.650
1988.05    114.292
1988.06    114.927
1988.07    115.060
1988.08    115.282
1988.09    115.356
1988.10    115.638
1988.11    116.100
1988.12    116.104
1989.01    116.708
1989.02    116.776
1989.03    117.022
1989.04    117.097
1989.05    117.099
1989.06    117.418
1989.07    117.472
1989.08    117.655
1989.09    117.354
1989.10    117.581
1989.11    117.912
1989.12    117.830
1990.01    117.990
1990.02    118.036
1990.03    118.273
1990.04    118.105
1990.05    118.316
1990.06    118.238
1990.07    117.949
1990.08    117.806
1990.09    117.788
1990.10    117.718
1990.11    117.359
1990.12    117.416
1991.01    116.967
1991.02    116.869
1991.03    116.791
1991.04    117.411
1991.05    116.646
1991.06    116.878
1991.07    116.738
1991.08    116.505
1991.09    117.142
1991.10    116.997
1991.11    116.848
1991.12    116.636
1992.01    117.130
1992.02    116.919
1992.03    117.255
1992.04    117.670
1992.05    117.534
1992.06    117.498
1992.07    117.763
1992.08    117.749
1992.09    117.772
1992.10    117.723
1992.11    117.974
1992.12    118.155
1993.01    118.178
1993.02    118.442
1993.03    118.562
1993.04    118.585
1993.05    119.180
1993.06    119.187
1993.07    119.370
1993.08    119.692
1993.09    119.568
1993.10    119.941
1993.11    120.332
1993.12    120.661
1994.01    121.903
1994.02    122.208
1994.03    122.160
1994.04    122.402
1994.05    122.703
1994.06    122.635
1994.07    122.781
1994.08    123.197
1994.09    123.644
1994.10    124.141
1994.11    124.403
1994.12    124.570
1995.01    124.639
1995.02    125.125
1995.03    125.274
1995.04    125.072
1995.05    124.319
1995.06    124.485

